,tweet_id
639856,1346494656624771072
639857,1346494568892682240
639858,1346493879634317312
639859,1346493121098559488
639860,1346492869281013760
639861,1346492854374461440
639862,1346492784602042368
639863,1346491964783529984
639864,1346491512784363520
639865,1346491258257207296
639866,1346491103625678848
639867,1346490982729093120
639868,1346490784460099584
639869,1346490730055954432
639870,1346490493765472256
639871,1346489725956333568
639872,1346488841473937408
639873,1346488062046564352
639874,1346487618335289344
639875,1346487386541322240
639876,1346487334334853120
639877,1346487122048536576
639878,1346486963222753280
639879,1346486574410838016
639880,1346486519670984704
639881,1346485156996116480
639882,1346484770268712960
639883,1346484424997810176
639884,1346482921323044864
639885,1346482861205934080
639886,1346482373387452416
639887,1346482234782580736
639888,1346482083531689984
639889,1346481831319728128
639890,1346479623148687360
639891,1346478392833527808
639892,1346478231742865408
639893,1346477973268905984
639894,1346477733593772032
639895,1346476473163468800
639896,1346476242392940544
639897,1346475984757821440
639898,1346475433789775872
639899,1346475140075245568
639900,1346474895446659072
639901,1346472662160166912
639902,1346472604874379264
639903,1346472066736787456
639904,1346469646078152704
639905,1346468934019502080
639906,1346468694306656256
639907,1346466641308229632
639908,1346466116470714368
639909,1346465527724605440
639910,1346464299687014400
639911,1346462802718941184
639912,1346462248089178112
639913,1346462021429174272
639914,1346460012130967552
639915,1346459574841315328
639916,1346458953501323264
639917,1346458937634082816
639918,1346458424599482368
639919,1346457809144213504
639920,1346457406239289344
639921,1346450456860631040
639922,1346449827022983168
639923,1346441203072565248
639924,1346438310521135104
639925,1346437896191016960
639926,1346431128958332928
639927,1346430225266192384
639928,1346428278832312320
639929,1346426002432536576
639930,1346419502079123456
639931,1346405775388901376
639932,1346404456636805120
639933,1346398991689236480
639934,1346391457456934912
639935,1346389262984486912
639936,1346389115957252096
639937,1346379449613377536
639938,1346370789176651776
639939,1346365656569143296
639940,1346365640299298816
639941,1346361588362706944
639942,1346354989849972736
639943,1346349654229790720
639944,1346344148874498048
639945,1346341709660131328
639946,1346323182094057472
639947,1346321494637481984
639948,1346313970521526272
639949,1346290404774334464
639950,1346289036453937152
639951,1346288592809766912
639952,1346286337742303232
639953,1346285469122711552
639954,1346285354630963200
639955,1346280185537191936
639956,1346278836523073536
639957,1346278706034053120
639958,1346278630154899456
639959,1346277504160391168
639960,1346276941511360512
639961,1346274884423303168
639962,1346272644543483904
639963,1346271094379048960
639964,1346269570303188992
639965,1346266614941982720
639966,1346264938419867648
639967,1346264070425493504
639968,1346263988305334272
639969,1346262741858791424
639970,1346261574445535232
639971,1346261172723572736
639972,1346259523674238976
639973,1346258223876083712
639974,1346253973028704256
639975,1346252533946220544
639976,1346250697889738752
639977,1346250450887008256
639978,1346250390522785792
639979,1346248448878772224
639980,1346247820211314688
639981,1346247089114800128
639982,1346246402045833216
639983,1346244801965023232
639984,1346242922761502720
639985,1346242776137134080
639986,1346241520131665920
639987,1346240922359480320
639988,1346235886401433600
639989,1346235533295374336
639990,1346234738143600640
639991,1346234207266349056
639992,1346233718738923520
639993,1346231392468930560
639994,1346229046112227328
639995,1346228214709026816
639996,1346227955035463680
639997,1346226008488366080
639998,1346224873681641472
639999,1346224676901679104
640000,1346224374899212288
640001,1346222574431301632
640002,1346221767493226496
640003,1346221031640465408
640004,1346220131052085248
640005,1346218255657164800
640006,1346216803723317248
640007,1346216572810125312
640008,1346215925612240896
640009,1346215836613185536
640010,1346215604613750784
640011,1346215322320310272
640012,1346215079855988736
640013,1346215060104855552
640014,1346214822325620736
640015,1346213932604776448
640016,1346213490940387328
640017,1346213221611364352
640018,1346213220671844352
640019,1346212891184287744
640020,1346212608152629248
640021,1346211739151392768
640022,1346211387660513280
640023,1346210958411059200
640024,1346210220054179840
640025,1346209556532228096
640026,1346209457236135936
640027,1346207495644192768
640028,1346207487385600000
640029,1346207286151106560
640030,1346206890372591616
640031,1346206511274618880
640032,1346206200279433216
640033,1346205388006420480
640034,1346203878753251328
640035,1346203800894394368
640036,1346203762482933760
640037,1346203621524967424
640038,1346203269111144448
640039,1346202629395816448
640040,1346202395169067008
640041,1346201872391090176
640042,1346201639208714240
640043,1346201598876409856
640044,1346201103654932480
640045,1346200126432358400
640046,1346199708759371776
640047,1346198183022645248
640048,1346197546436325376
640049,1346197096551100416
640050,1346196943337357312
640051,1346196014609395712
640052,1346195951690637312
640053,1346195887270334464
640054,1346195872959361024
640055,1346195872510574592
640056,1346195871579447296
640057,1346195815312846848
640058,1346195213488955392
640059,1346195105271730176
640060,1346194992390311936
640061,1346194913684283392
640062,1346194798420627456
640063,1346193882342510592
640064,1346193825564413952
640065,1346193645989474304
640066,1346193621746237440
640067,1346193318485643264
640068,1346192952499052544
640069,1346191855382388736
640070,1346191766958075904
640071,1346191689225015296
640072,1346191596191182848
640073,1346191430234955776
640074,1346191389667819520
640075,1346191211279884288
640076,1346190950436106240
640077,1346190921130532864
640078,1346190660504698880
640079,1346189320143691776
640080,1346189029050466304
640081,1346188961002250240
640082,1346188904727277568
640083,1346188284746031104
640084,1346187007060570112
640085,1346186275427151872
640086,1346184826232078336
640087,1346184244574494720
640088,1346184231601332224
640089,1346183620126330880
640090,1346183144731512832
640091,1346182934945017856
640092,1346182139520290816
640093,1346181020500914176
640094,1346181012489986048
640095,1346178591005020160
640096,1346177309737443328
640097,1346176550748770304
640098,1346176523292737536
640099,1346175314469277696
640100,1346174136754827264
640101,1346172171261980672
640102,1346172067213807616
640103,1346171850477416448
640104,1346171030230876160
640105,1346170833379622912
640106,1346170262807482368
640107,1346169706403803136
640108,1346167708346425344
640109,1346164962427863040
640110,1346164621477105664
640111,1346163425915916288
640112,1346162302068862976
640113,1346161199671508992
640114,1346160870594932736
640115,1346160853184360448
640116,1346160839758286848
640117,1346158569339588608
640118,1346158504738922496
640119,1346154428135571456
640120,1346153502175850496
640121,1346153042597568512
640122,1346151390217961472
640123,1346150361564762112
640124,1346149837373374464
640125,1346149318814797824
640126,1346148131285700608
640127,1346148024079192064
640128,1346147667030777856
640129,1346144599362818048
640130,1346144199721283584
640131,1346141330767048704
640132,1346137987600547840
640133,1346137950833287168
640134,1346137622863884288
640135,1346136893898022912
640136,1346135960392765440
640137,1346134748062691328
640138,1346132511970234368
640139,1346128528195125248
640140,1346127428419248128
640141,1346127006883201024
640142,1346125651737272320
640143,1346124368355741696
640144,1346123403900628992
640145,1346123104007970816
640146,1346122818027708416
640147,1346122771013787648
640148,1346122258461421568
640149,1346122228677697536
640150,1346122165691822080
640151,1346117988513157120
640152,1346108445716578304
640153,1346107112749989888
640154,1346106990578331648
640155,1346106762395602944
640156,1346105353059115008
640157,1346102824250314752
640158,1346098688179879936
640159,1346098459653398528
640160,1346096090555314176
640161,1346088829153923072
640162,1346081643958685696
640163,1346080189197987840
640164,1346076489867952128
640165,1346074883600605184
640166,1346074652892930048
640167,1346073303203500032
640168,1346070788315594752
640169,1346070174210945024
640170,1346069576027676672
640171,1346059233075163136
640172,1346057700149522432
640173,1346053963548930048
640174,1346049199981400064
640175,1346045122719322112
640176,1346042480777691136
640177,1346022476673933312
640178,1346018786151903232
640179,1346013392264433664
640180,1346011583386853376
640181,1346006114475810816
640182,1346005629882626048
640183,1346002915597684736
640184,1346002273281961984
640185,1345996677451296768
640186,1345969265745174528
640187,1345964161981841408
640188,1345958632072990720
640189,1345958143273013248
640190,1345949737434841088
640191,1345948307512848384
640192,1345939240996065280
640193,1345938819304964096
640194,1345935367992705024
640195,1345927788654698496
640196,1345911083844816896
640197,1345909685363200000
640198,1345907588655841280
640199,1345881795611545600
640200,1345865102516486144
640201,1345863705372844032
640202,1345858811786096640
640203,1345858485251166208
640204,1345856940853882880
640205,1345843004783927296
640206,1345842610934575104
640207,1345840631957086208
640208,1345838586290196480
640209,1345817490916581376
640210,1345815500538994688
640211,1345812942491693056
640212,1345810165946314752
640213,1345794635134873600
640214,1345793326243586048
640215,1345790535534059520
640216,1345789454921981952
640217,1345786526387507200
640218,1345786216923467776
640219,1345785731856412672
640220,1345777724493856768
640221,1345775550502211584
640222,1345765074657542144
640223,1345757507319443456
640224,1345755984824684544
640225,1345755718633349120
640226,1345752373592010752
640227,1345744215569965056
640228,1345742381522378752
640229,1345737604650708992
640230,1345734474823176192
640231,1345727346519621632
640232,1345725450010636288
640233,1345716171786629120
640234,1345712273382387712
640235,1345686656867659776
640236,1345681190569844736
640237,1345674748810952704
640238,1345672812967690240
640239,1345668354858754048
640240,1345666694375739392
640241,1345662242558271488
640242,1345661610644402176
640243,1345654430176223232
640244,1345652964996730880
640245,1345626902548123648
640246,1345616755717144576
640247,1345612647593463808
640248,1345612500730077184
640249,1345610693727440896
640250,1345610109620080640
640251,1345607157878820864
640252,1345582001378656256
640253,1345581493427470336
640254,1345569543414976512
640255,1345538124353392640
640256,1345536587703189504
640257,1345533556043390976
640258,1345524251365933056
640259,1345505520992489472
640260,1345503545240403968
640261,1345501363225165824
640262,1345493598255648768
640263,1345481271120543744
640264,1345472240406691840
640265,1345466360051224576
640266,1345457945098809344
640267,1345448791894274048
640268,1345417536544890880
640269,1345414893005103104
640270,1345413738501984256
640271,1345411950327590912
640272,1345410150023258112
640273,1345403222463229952
640274,1345401236254728192
640275,1345400086659018752
640276,1345392096392441856
640277,1345390981340942336
640278,1345384947251519488
640279,1345356289979920384
640280,1345336923326455808
640281,1345331259552231424
640282,1345328480393826304
640283,1345325632704684032
640284,1345314232297025536
640285,1345310722763288576
640286,1345302092609703936
640287,1345301259394445312
640288,1345299328181661696
640289,1345285091807805440
640290,1345283518151192576
640291,1345282467377254400
640292,1345279500058148864
640293,1345275145372446720
640294,1345273245201821696
640295,1345248296068132864
640296,1345243138714120192
640297,1345236456126689280
640298,1345232689109098496
640299,1345222891097509888
640300,1345213276355842048
640301,1345208089339777024
640302,1345208011405594624
640303,1345207399309783040
640304,1345207143784460288
640305,1345200639836524544
640306,1345195866072576000
640307,1345193422945189888
640308,1345190655128121344
640309,1345187297189388288
640310,1345186804371222528
640311,1345182305573240832
640312,1345179448073728000
640313,1345173536919285760
640314,1345168028057612288
640315,1345167513580167168
640316,1345161803484037120
640317,1345160922520809472
640318,1345159438286659584
640319,1345128609678319616
640320,1345115191399235584
640321,1345107496218857472
640322,1345105816089669632
640323,1345105244720652288
640324,1345082993296236544
640325,1345082145488814080
640326,1345048255785279488
640327,1345046276283527168
640328,1345041972323635200
640329,1345041102080888832
640330,1345040244668837888
640331,1345038826117455872
640332,1345037349235929088
640333,1345037191672717312
640334,1345032703553515520
640335,1345031870539509760
640336,1345030971041738752
640337,1345021395579895808
640338,1345020355312758784
640339,1345018147976458240
640340,1345017113027731456
640341,1345016022420475904
640342,1345014949962199040
640343,1345001498015633408
640344,1344999203894865920
640345,1344992197289136128
640346,1344988996540243968
640347,1344987620267368448
640348,1344985610784747520
640349,1344976194446491648
640350,1344971627193364480
640351,1344949846742953984
640352,1344923774509056000
640353,1344920256364441600
640354,1344918784512028672
640355,1344905924545294336
640357,1344895892730638336
640358,1344888958610714624
640359,1344855037097504768
640360,1344853470772248576
640361,1344848124578205696
640362,1344844807307288576
640363,1344829582885539840
640364,1344815245198565376
640365,1344809539615551488
640366,1344801481791303680
640367,1344800590447054848
640368,1344799331472334848
640369,1344796977658265600
640370,1361102883882729472
640371,1361102717465288704
640372,1361102548946612224
640373,1361102536070078464
640374,1361102392930963456
640375,1361102357782802432
640376,1361102213762797568
640377,1361102106665635840
640378,1361101671540158464
640379,1361101584998916096
640380,1361101561187958784
640381,1361101075168731136
640382,1361101019493634048
640383,1361100995879723008
640384,1361100913868472320
640385,1361100776450498560
640386,1361100517171032064
640387,1361100173234102272
640388,1361099887165595648
640389,1361099819255652352
640390,1361099776654204928
640391,1361099457996214272
640392,1361099185852993536
640393,1361099161140084736
640394,1361099038049923072
640395,1361098930528923648
640396,1361098781949890560
640397,1361098538042679296
640398,1361098255115943936
640399,1361098233037029376
640400,1361098049481629696
640401,1361097707356479488
640402,1361097452816920576
640403,1361097298638475264
640404,1361096950242832384
640405,1361096768411287552
640406,1361096404987498496
640407,1361096252755173376
640408,1361096213664129024
640409,1361096091857539072
640410,1361096066339385344
640411,1361095989780746240
640412,1361095880217092096
640413,1361095659810603008
640414,1361095400657199104
640415,1361095298240704512
640416,1361095203474591744
640417,1361094859474493440
640418,1361094838700150784
640419,1361094807767113728
640420,1361094797465972736
640421,1361094557455159296
640422,1361094029342109696
640423,1361093936807346176
640424,1361093873842405376
640425,1361093823263309824
640426,1361093758364844032
640427,1361093557201891328
640428,1361093267891314688
640429,1361093166930284544
640430,1361093158331899904
640431,1361093015238938624
640432,1361093008108769280
640433,1361092746812022784
640434,1361092615765114880
640435,1361092544889835520
640436,1361092182455816192
640437,1361092065615085568
640438,1361091823788298240
640439,1361091789428584448
640440,1361091500457816064
640441,1361091209087844352
640442,1361091167107055616
640443,1361091127118602240
640444,1361090870506905600
640445,1361090687698145280
640446,1361085149342035968
640447,1361085035366019072
640448,1361084352550043648
640449,1361082815664648192
640450,1361081053285388288
640451,1361075443902914560
640452,1361068035524583424
640453,1361066362848870400
640454,1361065032130260992
640455,1361058666359775232
640457,1361054759801692160
640458,1361053972514172928
640459,1361045324538740736
640460,1361031297427202048
640461,1361030707485810688
640462,1361020871796797440
640463,1361019126609682432
640464,1361014358940205056
640465,1361010165055643648
640466,1361008840968462336
640467,1361003193149378560
640468,1361002394633527296
640469,1360999007447904256
640470,1360991824047964160
640471,1360990388731990016
640472,1360985412383211520
640473,1360981358789599232
640474,1360978644794028032
640475,1360978271723225088
640476,1360974366184415232
640477,1360973459807952896
640478,1360968777731612672
640479,1360966649806008320
640480,1360964905847971840
640481,1360956648114765824
640482,1360954438916198400
640483,1360944768260349952
640484,1360941159074390016
640485,1360937581857431552
640486,1360937436281507840
640487,1360936504063717376
640488,1360933351515906048
640489,1360922385516556288
640490,1360921992917114880
640491,1360912262819627008
640492,1360908666333921280
640493,1360905493389053952
640494,1360905092749221888
640495,1360894847784280064
640496,1360892042596016128
640497,1360888043163500544
640498,1360879143961911296
640499,1360875625460862976
640500,1360851253199327232
640501,1360849929162420224
640502,1360836467996717056
640503,1360828575654547456
640504,1360827360782688256
640505,1360797787613523968
640506,1360795833294151680
640507,1360784463601483776
640508,1360776605975646208
640509,1360774268313866240
640510,1360773341708054528
640511,1360772730077859840
640512,1360769694018502656
640513,1360768652761387008
640514,1360767593100021760
640515,1360766454128209920
640516,1360763397155950592
640517,1360759919650234368
640518,1360755287796416512
640519,1360741467497488384
640520,1360735294794858496
640521,1360735258396610560
640522,1360733489482596352
640523,1360729625811419136
640524,1360722466897821696
640525,1360710820263587840
640526,1360693219651125248
640527,1360686818765795328
640528,1360679127431274496
640529,1360674087891263488
640530,1360673900967849984
640531,1360673391028633600
640532,1360671955045650432
640533,1360669930249736192
640534,1360669797982347264
640535,1360668970911748096
640536,1360662755381039104
640537,1360654515859574784
640538,1360649061016227840
640539,1360641794011185152
640540,1360633817418104832
640541,1360630103420633088
640542,1360628298406113280
640543,1360625157543391232
640544,1360621843334504448
640545,1360621172950507520
640546,1360620431875706880
640547,1360615986806677504
640548,1360615971443073024
640549,1360607530985086976
640550,1360607312310861824
640551,1360602116872691712
640552,1360597471387385856
640553,1360590088288276480
640554,1360589410560069632
640555,1360589331002499072
640556,1360579282955829248
640557,1360570545205616640
640558,1360568810718298112
640559,1360568063708463104
640560,1360567316065492992
640561,1360560736976703488
640562,1360555098066280448
640563,1360550671230107648
640564,1360549341220507648
640565,1360548480083775488
640566,1360533963417214976
640567,1360524496721960960
640568,1360523781614170112
640569,1360521892889833472
640570,1360521160211972096
640571,1360517891859308544
640572,1360509235826749440
640573,1360506302779318272
640574,1360505210548981760
640575,1360504492584808448
640576,1360501989835235328
640577,1360497816146087936
640578,1360494344487190528
640579,1360492703377547264
640580,1360492343271505920
640581,1360475233426300928
640582,1360474839266525184
640583,1360472994573737984
640584,1360471362226290688
640585,1360471144235753472
640586,1360470404163244032
640587,1360469933835051008
640588,1360467432197009408
640589,1360465631687155712
640590,1360464327547961344
640591,1360463866266812416
640592,1360463063426560000
640593,1360460848938930176
640594,1360460091200315392
640595,1360459353313132544
640596,1360458689723969536
640597,1360458052818771968
640598,1360458042387668992
640599,1360451803922325504
640600,1360451609034018816
640601,1360451596828635136
640602,1360450774573146112
640603,1360447386204602368
640604,1360444947896410112
640605,1360441167519825920
640607,1360438366903431168
640608,1360437112135294976
640609,1360436716717240320
640610,1360435015004418048
640611,1360435009027510272
640612,1360434289997979648
640613,1360433575485730816
640614,1360433335697350656
640615,1360432166505754624
640616,1360425999171657728
640617,1360425277264982016
640618,1360424809625190400
640619,1360421036962033664
640620,1360420168049041408
640621,1360419435056488448
640622,1360415883638800384
640623,1360415793725464576
640624,1360415735441457152
640625,1360415712272023552
640626,1360414837013151744
640627,1360411774844088320
640628,1360410448168910848
640629,1360409660034007040
640630,1360409515141849088
640631,1360408820351180800
640632,1360407956374831104
640633,1360407529612840960
640634,1360406345988538368
640635,1360406039477309440
640636,1360401457443446784
640637,1360400625880735744
640638,1360397358303969280
640639,1360396570819256320
640640,1360396075777986560
640641,1360395531902726144
640642,1360395522280992768
640643,1360395340222971904
640644,1360394206632685568
640645,1360393129195626496
640646,1360392551539355648
640647,1360392517015937024
640648,1360390452814438400
640649,1360390441682796544
640650,1360389824818130944
640651,1360388963630870528
640652,1360387975608111104
640653,1360386008903262208
640654,1360385767508426752
640655,1360385449206951936
640656,1360385133421993984
640657,1360383024014233600
640658,1360382285275533312
640659,1360381092037971968
640660,1360380981765619712
640661,1360380897049137152
640662,1360380490776268800
640663,1360380316624510976
640664,1360378533378416640
640665,1360377536467894272
640666,1360377202035064832
640667,1360377142807322624
640668,1360374531534118912
640669,1360371844331655168
640670,1360371396560486400
640671,1360370621885145088
640672,1360370061668663296
640673,1360369053320187904
640674,1360368938635395072
640675,1360368852543148032
640676,1360368821874360320
640677,1360368515216273408
640678,1360368325990187008
640679,1360367122933833728
640680,1360366706292588544
640681,1360365273438650368
640682,1360365014364938240
640683,1360364963416731648
640684,1360364233213542400
640685,1360364231405817856
640686,1360363010682929152
640687,1360362482704019456
640688,1360362481995177984
640689,1360362201765335040
640690,1360362169225777152
640691,1360362139370815488
640692,1360362098816126976
640693,1360362016708456448
640694,1360361568354131968
640695,1360361467954950144
640696,1360361400007340032
640697,1360361340632772608
640698,1360360054126481408
640699,1360359929207549952
640700,1360359005730840576
640701,1360357784294879232
640702,1360357774572597248
640703,1360357511673569280
640704,1360356116039938048
640705,1360356022410485760
640706,1360355491394715648
640707,1360355425359704064
640708,1360355290454118400
640709,1360354939055308800
640710,1360354524360155136
640711,1360353312588107776
640712,1360352757715189760
640713,1360352751998410752
640714,1360350793031946240
640715,1360350243326472192
640716,1360349926392233984
640717,1360349604068397056
640718,1360349406860574720
640719,1360349114484084736
640720,1360348956975394816
640721,1360348850482012160
640722,1360348619329556480
640723,1360348318384160768
640724,1360348270111948800
640725,1360348237861953536
640726,1360348236750413824
640727,1360348231109144576
640728,1360347984878256128
640729,1360347253358084096
640730,1360347159778889728
640731,1360347155626663936
640732,1360347011971694592
640733,1360346705724604416
640734,1360346067372552192
640735,1360346060384829440
640736,1360345423450415104
640737,1360344521339359232
640738,1360344239956254720
640739,1360343915430219776
640740,1360343069850300416
640741,1360342946445426688
640742,1360342908843532288
640743,1360342685576486912
640744,1360342060876857344
640745,1360341706831446016
640746,1360341431672569856
640747,1360341286327365632
640748,1360340775444361216
640749,1360340702526230528
640750,1360340676542627840
640751,1360340100610207744
640752,1360338571027120128
640753,1360338393163587584
640754,1360338372271747072
640755,1360338129840988160
640756,1360337444529311744
640757,1360336353003732992
640758,1360333228125671424
640759,1360333189697437696
640760,1360333104397897728
640761,1360332801128677376
640762,1360331891723886592
640763,1360331750640082944
640764,1360331720965443584
640765,1360331022542462976
640766,1360330244394283008
640767,1360330039691259904
640768,1360329055367802880
640769,1360328815935803392
640770,1360328713452326912
640771,1360328219182956544
640772,1360325375692316672
640773,1360325372223631360
640774,1360325334445531136
640775,1360325204724056064
640776,1360325172843184128
640777,1360324735989645312
640778,1360324655559692288
640779,1360324529852211200
640780,1360324350033936384
640781,1360324089332850688
640782,1360323764588859392
640783,1360323529271431168
640784,1360323507356377088
640785,1360322849773346816
640786,1360322571758051328
640787,1360321629100851200
640788,1360321499517829120
640789,1360320921375035392
640790,1360320697218830336
640791,1360319950242611200
640792,1360319115173462016
640793,1360318093768196096
640794,1360317628343087104
640795,1360317279699947520
640796,1360317173206499328
640797,1360316229769125888
640798,1360315930039832576
640799,1360313943969779712
640800,1360313718446374912
640801,1360313104593256448
640802,1360312835130105856
640803,1360312306073223168
640804,1360311325180723200
640805,1360310610324430848
640806,1360310107955994624
640807,1360310041841201152
640808,1360308989842571264
640809,1360308655959068672
640810,1360307985428459520
640811,1360307308010508288
640812,1360307149482516480
640813,1360307032637779968
640814,1360306497859772416
640815,1360306218972110848
640816,1360305844022358016
640817,1360305659846094848
640818,1360305507895042048
640819,1360304635378950144
640820,1360304468806533120
640821,1360303927162527744
640822,1360300195574140928
640823,1360300084752097280
640824,1360299783374704640
640825,1360296517609934848
640826,1360296405810749440
640827,1360295987751702528
640828,1360294900068192256
640829,1360294884641439744
640830,1360294806870581248
640831,1360294413772050432
640832,1360294335066046464
640833,1360294168891957248
640834,1360293707388391424
640835,1360293165853507584
640836,1360293153794842624
640837,1360292854971719680
640838,1360291299002183680
640839,1360291177719808000
640840,1360290998627291136
640841,1360290979002146816
640842,1360290923603767296
640843,1360289767930347520
640844,1360289666516332544
640845,1360289570017927168
640846,1360289498500849664
640847,1360289408046428160
640848,1360289327306084352
640849,1360289246649712640
640850,1360289183953129472
640851,1360288864863023104
640852,1360288439099420672
640853,1360287585004883968
640854,1360287400958832640
640855,1360287341223563264
640856,1360287242078486528
640857,1360287209694187520
640858,1360286321328222208
640859,1360286081997037568
640860,1360285097279295488
640861,1360285092673966080
640862,1360284935211413504
640863,1360284542163013632
640864,1360283605075980288
640865,1360283124882673664
640866,1360282402426355712
640867,1360281210925305856
640868,1360280699807424512
640869,1360280573185515520
640870,1360280533343866880
640871,1360280502352158720
640872,1360280116530675712
640873,1360279925853286400
640874,1360279111806054400
640875,1360278793198440448
640876,1360278467686842368
640877,1360278466122436608
640878,1360278156062695424
640879,1360277682496430080
640880,1360277534416461824
640881,1360277532424081408
640882,1360277230673416192
640883,1360277226109943808
640884,1360277225778663424
640885,1360276812350242816
640886,1360276758717747200
640887,1360276321193099264
640888,1360274701956902912
640889,1360274354379124736
640890,1360272801530314752
640891,1360272741065195520
640892,1360272411355058176
640893,1360272405248245760
640894,1360272112104136704
640895,1360272022991945728
640897,1360271737833676800
640898,1360271340004073472
640899,1360271296496627712
640900,1360269029110239232
640901,1360268628835328000
640902,1360268400124178432
640903,1360268153041862656
640904,1360267424583548928
640905,1360266989298569216
640906,1360266726240354304
640907,1360266670602919936
640908,1360266108083859456
640909,1360265048682356736
640910,1360264419608055808
640911,1360264416239865856
640912,1360263823089823744
640913,1360262508368584704
640914,1360262455042199552
640915,1360262241593880576
640916,1360262176544546816
640917,1360262157896671232
640918,1360262072299180032
640919,1360262008361390080
640920,1360261974836318208
640921,1360261948693118976
640922,1360261907307847680
640923,1360261894741897216
640924,1360261834264182784
640925,1360261831676289024
640926,1360261716983087104
640927,1360261656882905088
640928,1360261493728550912
640929,1360261490083823616
640930,1360261135333662720
640931,1360261127268151296
640932,1360260777911988224
640933,1360260775613509632
640934,1360260645854281728
640935,1360260640435273728
640936,1360260604095721472
640937,1360260568712634368
640938,1360260293029429248
640939,1360260130508595200
640940,1360260042621075456
640941,1360259995103866880
640942,1360259951931887616
640943,1360259935649501184
640944,1360259904322289664
640945,1360259865579552768
640946,1360259711703130112
640947,1360259628827877376
640948,1360259527854161920
640949,1360259502340243456
640950,1360259376016207872
640951,1360259335272693760
640952,1360259150891089920
640953,1360258869755338752
640954,1360258841066299392
640955,1360258671507308544
640956,1360258652150632448
640957,1360258625453887488
640958,1360257702551814144
640959,1360256861765779456
640960,1360256434164891648
640961,1360255537372422144
640962,1360255150372306944
640963,1360255099419979776
640964,1360255057204293632
640965,1360255030956351488
640966,1360254433335083008
640967,1360254187213185024
640968,1360253317536964608
640969,1360253311140593664
640970,1360252556291760128
640971,1360250680959713280
640972,1360250132005072896
640973,1360248081225285632
640974,1360247997540532224
640975,1360247912974942208
640976,1360246491747598336
640977,1360245658725269504
640978,1360244523448860672
640979,1360243810001948672
640980,1360240025229737984
640981,1360239188940099584
640982,1360236429549441024
640983,1360236410981257216
640984,1360235939688251392
640985,1360235938736181248
640986,1360235746691608576
640987,1360235243161210880
640988,1360235228300800000
640989,1360235208772042752
640990,1360235193685204992
640991,1360233664999788544
640992,1360230578960953344
640993,1360229855615471616
640994,1360229460583317504
640995,1360229015999684608
640996,1360228821019070464
640997,1360228737225269248
640998,1360227235001688064
640999,1360226336258801664
641000,1360225566457294848
641001,1360225098934980608
641002,1360224862250414080
641003,1360224372095668224
641004,1360224248422428672
641005,1360223766492499968
641006,1360222742436605952
641007,1360221528294572032
641008,1360221456458801152
641009,1360220373548216320
641010,1360218041586487296
641011,1360215527776526336
641012,1360213832350785536
641013,1360213700997767168
641014,1360213693817114624
641015,1360213611927453696
641016,1360213610430160896
641017,1360213315616710656
641018,1360212907666063360
641019,1360212017051820032
641020,1360211493321596928
641021,1360208061600845824
641022,1360207994064101376
641023,1360207943979966464
641024,1360207587380183040
641025,1360207547987288064
641026,1360205745237544960
641027,1360204949397925888
641028,1360204652042665984
641029,1360204466612535296
641030,1360197322982981632
641031,1360194536991956992
641032,1360193985646637056
641033,1360192117507825664
641034,1360188764056879104
641035,1360182162981593088
641036,1360180048087683072
641037,1360178809325125632
641038,1360178734272106496
641039,1360176529406382080
641040,1360174523644059648
641041,1360173379811221504
641042,1360172567273893888
641043,1360171535898718208
641044,1360162795820642304
641045,1360160020596334592
641046,1360157946525741056
641047,1360156707943559168
641048,1360149537134841856
641049,1360135126282346496
641050,1360125615769272320
641051,1360123334122348544
641052,1360121126458855424
641053,1360119657630490624
641054,1360110222866530304
641055,1360108888834465792
641056,1360101521489207296
641057,1360095983892262912
641058,1360090030497099776
641059,1360089711935582208
641060,1360089090851487744
641061,1360084071959826432
641062,1360082763349716992
641063,1360081706535907328
641064,1360081108101066752
641065,1360076632678096896
641066,1360076563975397376
641067,1360075267503517696
641068,1360074189907099648
641069,1360073888642830336
641070,1360073674296938496
641071,1360072072895094784
641072,1360067190037254144
641073,1360066860369207296
641074,1360066659202048000
641075,1360063768516988928
641076,1360063412827344896
641077,1360055391288102912
641078,1360052719113928704
641079,1360050693931823104
641080,1360049160188141568
641082,1360047752747520000
641083,1360044646638841856
641084,1360044021918232576
641085,1360043539413966848
641086,1360040183807188992
641087,1360039802695913472
641088,1360038209317728256
641089,1360038084956606464
641090,1360035552800636928
641091,1360035358671572992
641092,1360031299533176832
641093,1360029608310095872
641094,1360022346669518848
641095,1360021396877959168
641096,1360019849657913344
641097,1360017285621121024
641098,1360015299844661248
641099,1360013777492705280
641100,1360012969946603520
641101,1360012753734402048
641102,1360011680483336192
641103,1360008353196474368
641104,1360008251237158912
641105,1360008058437468160
641106,1360007654073118720
641107,1360006852621307904
641108,1360004662775095296
641109,1360003584910389248
641110,1360001629525794816
641111,1359992734799560704
641112,1359991359957053440
641113,1359990587013750784
641114,1359990339398959104
641115,1359989946669490176
641116,1359989820601294848
641117,1359989053245034496
641118,1359988927759847424
641119,1359987932988375040
641120,1359983944779919360
641121,1359981965311680512
641122,1359978048376893440
641123,1359976459050381312
641124,1359973429743505408
641125,1359971754609934336
641126,1359971051158056960
641127,1359969271644839936
641128,1359966277457108992
641129,1359960237713862656
641130,1359957254355767296
641131,1359955051792523264
641132,1359954297748811776
