,tweet_id
638545,1342488374817353728
638548,1342428794313973760
638549,1342425491416870912
638550,1342407846164639744
638551,1342397089792155648
638552,1342371093718437888
638553,1342364331024011264
638554,1342346960313978880
638555,1342340513001840640
638556,1342325045759102976
638557,1342323431103029248
638558,1342323392888893440
638559,1342321914153299968
638560,1342318309455368192
638561,1342318247840985088
638562,1342312548641726464
638564,1342304822020743168
638565,1342303332103315456
638566,1342292308398460928
638567,1342291154595848192
638568,1342290952816373760
638569,1342287638376550400
638570,1342285245392039936
638571,1342278775648747520
638572,1342276911100092416
638573,1342272676094570496
638574,1342271927151427584
638575,1342266863280013312
638576,1342266438892056576
638577,1342265689554309120
638578,1342265687163752448
638579,1342265251220361216
638580,1342264506165112832
638581,1342263968211947520
638582,1342263869058785280
638584,1342263606579064832
638585,1342263196661510144
638586,1342262273755160576
638587,1342262148953747456
638588,1342261459221360640
638589,1342261385833578496
638591,1342260823536840704
638592,1342260791743971328
638593,1342260610076172288
638594,1342260456157831168
638595,1342260162535456768
638596,1342260007924985856
638597,1342259933119721472
638598,1342259637245136896
638599,1342259423197196288
638600,1342259087199907840
638601,1342258959034449920
638602,1342258686190735360
638603,1342258673461174272
638604,1342258163534491648
638605,1342257980302110720
638606,1342257741822382080
638607,1342257709559787520
638608,1342257450888654848
638609,1342257389563748352
638610,1342257058943537152
638611,1342256980308623360
638612,1342256890361880576
638613,1342256123961864192
638614,1342255791441588224
638615,1342255734109691904
638616,1342255138338123776
638617,1342255090837549056
638618,1342253947491237888
638619,1342253824434704384
638620,1342253659124604928
638621,1342253457793683456
638622,1342253288935317504
638623,1342253037151260672
638624,1342253010928295936
638625,1342252115113218048
638626,1342251641060397056
638627,1342251594302201856
638628,1342251208141111296
638629,1342250776698216448
638630,1342250717235576832
638631,1342250393489858560
638632,1342250026333065216
638633,1342249187992223744
638634,1342249121646858240
638635,1342249026071224320
638636,1342248968500219904
638637,1342248692993187840
638638,1342248664257871872
638639,1342247805902065664
638640,1342247523960770560
638641,1342247258419556352
638642,1342246987522072576
638643,1342246881947078656
638644,1342246211613585408
638645,1342246180651204608
638646,1342246113080852480
638647,1342245960215310336
638648,1342245867995230208
638649,1342245639384657920
638650,1342245532262166528
638651,1342245283653152768
638652,1342244910922166272
638653,1342244594067644416
638654,1342244362361700352
638655,1342244347329318912
638656,1342243778845962240
638657,1342243683437973504
638658,1342243343187681280
638659,1342243243803684864
638660,1342243134307123200
638661,1342243069828202496
638662,1342242859064291328
638663,1342242262143688704
638664,1342242046279626752
638665,1342242024121110528
638666,1342240892263018496
638667,1342240307660742656
638668,1342240065745989632
638669,1342240054538874880
638670,1342239796333142016
638671,1342238646385172480
638672,1342237952701837312
638673,1342237802235363328
638674,1342237602267734016
638676,1342237282900836352
638677,1342237229306011648
638678,1342236646968852480
638679,1342236171489976320
638680,1342236040766005248
638681,1342234438495821824
638682,1342233936563466240
638683,1342233895798939648
638684,1342233855932182528
638685,1342233724335882240
638686,1342233579829551104
638687,1342233476687249408
638688,1342233348287053824
638689,1342233167093235712
638690,1342233145651855360
638691,1342232518578352128
638692,1342232293423853568
638693,1342231606178803712
638694,1342231493314109440
638695,1342231480022552576
638696,1342231369422839808
638697,1342231083451101184
638698,1342230935358627840
638699,1342230546143989760
638700,1342230369597337600
638701,1342230223094509568
638702,1342230035659423744
638703,1342229639146713088
638704,1342229477238124544
638705,1342229246366916608
638706,1342229123947757568
638707,1342228963154915328
638708,1342228842262491136
638709,1342228696191664128
638710,1342228604512595968
638711,1342228538490023936
638712,1342227942550757376
638713,1342226617603518464
638714,1342226596195835904
638715,1342226445968412672
638716,1342225714070888448
638717,1342225536144314368
638718,1342225377608007680
638719,1342224998266785792
638720,1342224971565830144
638721,1342224819631353856
638722,1342224788987764736
638723,1342223745101033472
638724,1342222580606889984
638725,1342222564572200960
638726,1342221854036127744
638727,1342221582811492352
638728,1342221399042224128
638729,1342221361138294784
638730,1342221297737228288
638731,1342221082258976768
638732,1342220841661116416
638733,1342220785658646528
638734,1342220271516852224
638735,1342220071498870784
638736,1342219838836469760
638737,1342219747413278720
638738,1342219579129360384
638739,1342219327869743104
638740,1342219249662763008
638741,1342219084226768896
638742,1342218837983281152
638743,1342218629501263872
638744,1342218380271620096
638745,1342218218564448256
638746,1342218159433113600
638747,1342218024628203520
638748,1342217533965791232
638749,1342217280671916032
638750,1342217223658762240
638751,1342217209251303424
638752,1342217182592299008
638753,1342217108931964928
638754,1342216735060074496
638755,1342216677757370368
638756,1342216365084700672
638757,1342216335707795456
638758,1342215846945406976
638759,1342215169439502336
638760,1342215013780611072
638761,1342214811896213504
638762,1342214399520595968
638763,1342214379563933696
638764,1342214220302016512
638765,1342214195320905728
638766,1342213876792897536
638767,1342213851098583040
638768,1342213645854453760
638769,1342211718659764224
638770,1342211347463905280
638771,1342211135970410496
638772,1342211040721960960
638773,1342210687255392256
638774,1342210595463061504
638775,1342210282458918912
638776,1342210170009563136
638777,1342208770785611776
638778,1342208484616646656
638779,1342208233600024576
638780,1342207681000574976
638781,1342207221153869824
638782,1342207166057492480
638783,1342207124806365184
638784,1342207058582663168
638785,1342206811672342528
638786,1342206230702522368
638787,1342206142949314560
638788,1342206136624312320
638789,1342206096048586752
638790,1342205938913046528
638791,1342205895875432448
638792,1342205770990026752
638793,1342204671855882240
638794,1342204479035351040
638795,1342204406369026048
638796,1342204205965176832
638797,1342204165267849216
638798,1342204078894379008
638799,1342204054387228672
638800,1342203867463872512
638801,1342203644704403456
638802,1342203592745205760
638803,1342202908201381888
638804,1342202144972222464
638805,1342201840339861504
638806,1342201671766650880
638807,1342201454073966592
638808,1342201319340257280
638809,1342201264403308544
638810,1342201201866244096
638811,1342200747367133184
638812,1342200291857494016
638813,1342200101431771136
638814,1342200052362530816
638815,1342199859722465280
638816,1342199578045657088
638817,1342199477982146560
638818,1342199455014133760
638819,1342199066583773184
638820,1342199040210051072
638821,1342198811205230592
638822,1342198311462305792
638823,1342197441685299200
638824,1342197423876288512
638825,1342197048809025536
638826,1342196518963486720
638827,1342196274565685248
638828,1342196183167619072
638829,1342195678001430528
638830,1342195399650660352
638831,1342194887043805184
638832,1342194495950090240
638833,1342194459652599808
638834,1342194306065567744
638835,1342194286482305024
638836,1342193736260800512
638837,1342193718535856128
638838,1342193484892090368
638839,1342193396308439040
638840,1342192883860959232
638841,1342192726297739264
638842,1342192563156094976
638843,1342191302516076544
638844,1342191221415022592
638845,1342191221175889920
638846,1342190919068487680
638847,1342190765515137024
638848,1342190699161202688
638849,1342190477718638592
638851,1342190021948944384
638852,1342189999110955008
638853,1342189689357422592
638854,1342189330320613376
